customerID	gender	SeniorCitizen	Partner	Dependents	tenure	PhoneService	MultipleLines	InternetService	OnlineSecurity	OnlineBackup	DeviceProtection	TechSupport	StreamingTV	StreamingMovies	Contract	PaperlessBilling	PaymentMethod	MonthlyCharges	TotalCharges	Churn	Tenure Group	Charges Tier
2302-ANTDP	Female	Yes	Yes	No	48	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Month-to-month	No	Electronic check	₹ 117.45	₹ 5,438.9	Yes	2-4 Years	High (>$65)
9746-MDMBK	Male	No	Yes	Yes	47	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	₹ 113.45	₹ 5,317.8	No	2-4 Years	High (>$65)
9874-QLCLH	Female	No	Yes	Yes	17	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 104.2	₹ 1,743.5	Yes	1-2 Years	High (>$65)
3858-XHYJO	Female	No	Yes	No	40	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	No	Bank transfer (automatic)	₹ 105.75	₹ 4,228.55	No	2-4 Years	High (>$65)
4097-YODCF	Male	No	No	Yes	34	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	One year	Yes	Electronic check	₹ 103.8	₹ 3,470.8	No	2-4 Years	High (>$65)
0363-QJVFX	Male	No	No	No	32	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	₹ 108.15	₹ 3,432.9	Yes	2-4 Years	High (>$65)
3096-JRDSO	Female	Yes	Yes	No	27	Yes	Yes	Fiber optic	Yes	No	No	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	₹ 104.3	₹ 2,867.75	Yes	2-4 Years	High (>$65)
7048-GXDAY	Male	No	No	No	39	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 106.4	₹ 4,040.65	No	2-4 Years	High (>$65)
8099-MZPUJ	Male	No	Yes	Yes	48	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	₹ 111.8	₹ 5,443.65	No	2-4 Years	High (>$65)
4118-CEVPF	Female	Yes	No	No	35	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	₹ 110.8	₹ 3,836.3	No	2-4 Years	High (>$65)
9661-ACXBS	Female	No	No	No	42	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 105.2	₹ 4,400.75	Yes	2-4 Years	High (>$65)
6733-LRIZX	Male	No	No	No	35	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	₹ 108.95	₹ 4,025.5	No	2-4 Years	High (>$65)
4789-KWMXN	Male	No	Yes	No	47	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	₹ 110.85	₹ 5,275.8	Yes	2-4 Years	High (>$65)
9330-IJWIO	Female	No	No	No	13	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 100.35	₹ 1,358.85	Yes	1-2 Years	High (>$65)
2474-BRUCM	Male	Yes	Yes	No	40	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	No	Electronic check	₹ 101.85	₹ 4,086.3	Yes	2-4 Years	High (>$65)
6215-NQCPY	Male	No	No	No	15	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 99.7	₹ 1,566.75	No	1-2 Years	High (>$65)
3588-WSTTJ	Female	Yes	No	No	35	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 99.05	₹ 3,554.6	No	2-4 Years	High (>$65)
5981-ZVXOT	Female	Yes	No	No	35	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	One year	Yes	Electronic check	₹ 108.35	₹ 3,726.15	No	2-4 Years	High (>$65)
8769-KKTPH	Female	No	Yes	Yes	63	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	One year	Yes	Credit card (automatic)	₹ 99.65	₹ 6,311.2	No	4+ Years	High (>$65)
2651-ZCBXV	Male	No	No	No	54	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	₹ 108	₹ 5,760.65	No	4+ Years	High (>$65)
5027-YOCXN	Male	No	Yes	Yes	51	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	One year	No	Credit card (automatic)	₹ 110.05	₹ 5,686.4	No	4+ Years	High (>$65)
5628-RKIFK	Female	Yes	No	No	49	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	No	Credit card (automatic)	₹ 101.55	₹ 5,070.4	No	4+ Years	High (>$65)
4853-RULSV	Male	No	No	No	70	Yes	Yes	Fiber optic	Yes	No	No	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	₹ 104	₹ 7,250.15	Yes	4+ Years	High (>$65)
9101-BWFSS	Female	No	Yes	No	50	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	One year	No	Electronic check	₹ 108.55	₹ 5,610.7	Yes	4+ Years	High (>$65)
6353-BRMMA	Female	No	Yes	Yes	54	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	₹ 104.1	₹ 5,645.8	No	4+ Years	High (>$65)
2040-VZIKE	Female	No	Yes	No	49	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	Yes	Mailed check	₹ 100.85	₹ 4,847.35	No	4+ Years	High (>$65)
7182-OVLBJ	Female	No	Yes	Yes	62	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Two year	Yes	Bank transfer (automatic)	₹ 101.15	₹ 6,638.35	No	4+ Years	High (>$65)
5469-CTCWN	Male	No	Yes	Yes	61	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	One year	Yes	Electronic check	₹ 106	₹ 6,547.7	Yes	4+ Years	High (>$65)
2924-KHUVI	Male	No	Yes	No	56	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	One year	Yes	Electronic check	₹ 100.55	₹ 5,514.95	No	4+ Years	High (>$65)
7940-UQQUG	Female	No	Yes	Yes	64	Yes	Yes	Fiber optic	Yes	No	No	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	₹ 104.4	₹ 6,721.6	No	4+ Years	High (>$65)
8466-PZBLH	Male	No	Yes	Yes	67	Yes	Yes	Fiber optic	Yes	No	No	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	₹ 104.6	₹ 6,885.75	No	4+ Years	High (>$65)
5804-HYIEZ	Male	No	Yes	Yes	70	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 106.05	₹ 7,554.05	No	4+ Years	High (>$65)
4010-YLMVT	Female	No	No	No	56	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	₹ 106.6	₹ 5,893.95	No	4+ Years	High (>$65)
5013-SBUIH	Female	No	No	No	50	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Two year	Yes	Electronic check	₹ 109.65	₹ 5,551.15	Yes	4+ Years	High (>$65)
5897-ZYEKH	Female	Yes	Yes	No	67	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	One year	Yes	Electronic check	₹ 105.6	₹ 7,112.15	No	4+ Years	High (>$65)
8849-GYOKR	Female	No	Yes	No	54	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	One year	No	Bank transfer (automatic)	₹ 106.55	₹ 5,763.3	Yes	4+ Years	High (>$65)
4827-LTQRJ	Female	Yes	Yes	Yes	66	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	₹ 110.6	₹ 7,210.85	No	4+ Years	High (>$65)
3756-VNWDH	Male	Yes	Yes	No	65	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	One year	Yes	Electronic check	₹ 100.75	₹ 6,674.65	No	4+ Years	High (>$65)
8468-EHYJA	Female	No	Yes	No	57	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 99.65	₹ 5,497.05	No	4+ Years	High (>$65)
8819-ZBYNA	Female	No	Yes	No	58	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	₹ 109.1	₹ 6,393.65	No	4+ Years	High (>$65)
0237-YFUTL	Female	No	Yes	No	50	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	₹ 109.65	₹ 5,405.8	No	4+ Years	High (>$65)
5055-BRMNE	Female	No	Yes	Yes	67	Yes	Yes	Fiber optic	Yes	No	No	Yes	Yes	Yes	Two year	No	Credit card (automatic)	₹ 106.7	₹ 7,009.5	No	4+ Years	High (>$65)
2789-CZANW	Female	No	Yes	Yes	64	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	₹ 110.3	₹ 6,997.3	No	4+ Years	High (>$65)
7821-DPRQE	Male	No	Yes	No	68	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 107.7	₹ 7,320.9	No	4+ Years	High (>$65)
5339-TJFEK	Male	No	Yes	Yes	62	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 105.5	₹ 6,487.2	No	4+ Years	High (>$65)
0899-WZRSD	Male	No	No	No	56	Yes	Yes	Fiber optic	Yes	No	No	Yes	Yes	Yes	Month-to-month	Yes	Mailed check	₹ 105.35	₹ 5,794.45	No	4+ Years	High (>$65)
8591-TKMZH	Male	No	Yes	Yes	59	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Two year	Yes	Mailed check	₹ 111.1	₹ 6,555.2	No	4+ Years	High (>$65)
6284-KMNUF	Female	No	Yes	No	56	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	One year	Yes	Electronic check	₹ 98	₹ 5,270.6	No	4+ Years	High (>$65)
9715-WZCLW	Male	No	Yes	Yes	71	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Two year	Yes	Electronic check	₹ 97.2	₹ 6,910.3	No	4+ Years	High (>$65)
5287-QWLKY	Male	Yes	Yes	Yes	71	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	₹ 105.1	₹ 7,548.1	Yes	4+ Years	High (>$65)
9249-FXSCK	Female	No	No	No	52	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	₹ 111.25	₹ 5,916.45	Yes	4+ Years	High (>$65)
0201-MIBOL	Female	Yes	No	No	66	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Two year	Yes	Bank transfer (automatic)	₹ 102.4	₹ 6,471.85	No	4+ Years	High (>$65)
3705-RHRFR	Female	No	Yes	No	69	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Two year	No	Bank transfer (automatic)	₹ 99.15	₹ 6,875.35	No	4+ Years	High (>$65)
2696-ECXKC	Female	No	Yes	Yes	55	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	One year	No	Mailed check	₹ 100.9	₹ 5,448.6	No	4+ Years	High (>$65)
1936-UAFEH	Female	No	No	No	68	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Two year	No	Credit card (automatic)	₹ 110.25	₹ 7,279.35	No	4+ Years	High (>$65)
5298-GSTLM	Female	Yes	No	No	60	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	One year	Yes	Bank transfer (automatic)	₹ 101.4	₹ 6,176.6	No	4+ Years	High (>$65)
1548-FEHVL	Male	No	Yes	No	61	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 106.2	₹ 6,375.2	No	4+ Years	High (>$65)
7426-GSWPO	Male	Yes	No	No	64	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	₹ 103.5	₹ 6,548.65	No	4+ Years	High (>$65)
3005-NFMTA	Male	Yes	No	No	55	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 98.8	₹ 5,617.75	Yes	4+ Years	High (>$65)
9959-WOFKT	Male	No	No	Yes	71	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Two year	No	Bank transfer (automatic)	₹ 106.7	₹ 7,382.25	No	4+ Years	High (>$65)
1891-QRQSA	Male	Yes	Yes	Yes	64	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	₹ 111.6	₹ 7,099	No	4+ Years	High (>$65)
3363-DTIVD	Male	No	Yes	Yes	71	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Two year	No	Electronic check	₹ 105.55	₹ 7,405.5	No	4+ Years	High (>$65)
8535-SFUTN	Male	No	No	No	61	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 106.45	₹ 6,300.15	No	4+ Years	High (>$65)
3419-SNJJD	Female	Yes	Yes	No	65	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Month-to-month	No	Bank transfer (automatic)	₹ 105.25	₹ 6,786.4	Yes	4+ Years	High (>$65)
4913-EHYUI	Male	Yes	Yes	Yes	56	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Bank transfer (automatic)	₹ 104.55	₹ 5,794.65	Yes	4+ Years	High (>$65)
3729-OWRVL	Male	Yes	No	No	65	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	₹ 110.35	₹ 7,246.15	No	4+ Years	High (>$65)
2798-NYLMZ	Male	No	Yes	No	71	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	₹ 108.55	₹ 7,616	No	4+ Years	High (>$65)
3199-NPKCN	Female	No	Yes	No	67	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Electronic check	₹ 111.25	₹ 7,511.65	No	4+ Years	High (>$65)
2834-JRTUA	Male	No	No	No	71	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	₹ 108.05	₹ 7,532.15	Yes	4+ Years	High (>$65)
5678-VFNEQ	Female	No	Yes	No	71	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Credit card (automatic)	₹ 104.1	₹ 7,412.25	No	4+ Years	High (>$65)
3766-EJLFL	Female	No	Yes	Yes	68	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	₹ 109.05	₹ 7,508.55	No	4+ Years	High (>$65)
3584-WKTTW	Male	No	Yes	No	51	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Electronic check	₹ 111.55	₹ 5,720.35	No	4+ Years	High (>$65)
1228-FZFRV	Male	No	Yes	Yes	50	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Month-to-month	No	Credit card (automatic)	₹ 105.95	₹ 5,341.8	Yes	4+ Years	High (>$65)
2307-FYNNL	Male	Yes	No	No	65	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	₹ 109.05	₹ 7,108.2	No	4+ Years	High (>$65)
6990-YNRIO	Male	No	Yes	Yes	65	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	₹ 108.65	₹ 6,937.95	Yes	4+ Years	High (>$65)
5802-ADBRC	Female	No	Yes	No	50	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Mailed check	₹ 104.4	₹ 5,232.9	No	4+ Years	High (>$65)
8495-LJDFO	Female	Yes	No	No	64	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	₹ 108.95	₹ 7,111.3	No	4+ Years	High (>$65)
7516-GMHUV	Male	Yes	Yes	No	50	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Two year	Yes	Credit card (automatic)	₹ 105.05	₹ 5,163.3	No	4+ Years	High (>$65)
1163-VIPRI	Female	No	Yes	Yes	65	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	No	Electronic check	₹ 109.3	₹ 7,337.55	No	4+ Years	High (>$65)
6993-YCOBK	Male	No	Yes	Yes	60	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	₹ 110.6	₹ 6,586.85	No	4+ Years	High (>$65)
1150-WFARN	Female	No	Yes	Yes	67	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	₹ 108.75	₹ 7,156.2	Yes	4+ Years	High (>$65)
2522-AHJXR	Male	No	Yes	No	60	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	₹ 109.45	₹ 6,572.85	No	4+ Years	High (>$65)
8849-PRIQJ	Female	No	Yes	Yes	67	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Electronic check	₹ 109.4	₹ 7,281.6	No	4+ Years	High (>$65)
2632-IVXVF	Female	No	Yes	Yes	68	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	₹ 111.75	₹ 7,511.3	No	4+ Years	High (>$65)
6333-YDVLT	Male	No	No	No	65	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	₹ 110	₹ 7,138.65	No	4+ Years	High (>$65)
0471-ARVMX	Female	Yes	Yes	No	62	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Electronic check	₹ 104.85	₹ 6,312.9	No	4+ Years	High (>$65)
6616-AALSR	Female	No	Yes	Yes	65	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Two year	Yes	Credit card (automatic)	₹ 104.3	₹ 6,725.3	No	4+ Years	High (>$65)
2360-RDGRO	Male	No	Yes	No	65	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 104.25	₹ 6,812.95	No	4+ Years	High (>$65)
5966-EMAZU	Male	No	Yes	No	64	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Mailed check	₹ 108.5	₹ 6,880.85	No	4+ Years	High (>$65)
7762-URZQH	Male	No	Yes	No	66	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Two year	Yes	Credit card (automatic)	₹ 106.05	₹ 6,981.35	Yes	4+ Years	High (>$65)
2252-JHJGE	Male	No	No	No	61	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	No	Electronic check	₹ 104	₹ 6,363.45	No	4+ Years	High (>$65)
1061-PNTHC	Female	No	Yes	Yes	56	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Mailed check	₹ 109.6	₹ 5,953	No	4+ Years	High (>$65)
0877-SDMBN	Female	No	No	No	54	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Bank transfer (automatic)	₹ 103.95	₹ 5,639.05	Yes	4+ Years	High (>$65)
5055-MGMGF	Female	No	Yes	No	65	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 105.05	₹ 6,914.95	No	4+ Years	High (>$65)
6777-TGHTM	Female	No	No	No	53	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Credit card (automatic)	₹ 106.95	₹ 5,785.5	Yes	4+ Years	High (>$65)
4627-MIHJH	Female	Yes	No	No	69	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	₹ 110.25	₹ 7,467.55	No	4+ Years	High (>$65)
5385-SUIRI	Male	Yes	Yes	No	52	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	₹ 104.2	₹ 5,568.35	Yes	4+ Years	High (>$65)
8033-VCZGH	Male	No	Yes	No	50	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Electronic check	₹ 103.95	₹ 5,231.3	No	4+ Years	High (>$65)
4476-OSWTN	Male	Yes	Yes	No	69	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Mailed check	₹ 110.55	₹ 7,610.1	No	4+ Years	High (>$65)
1428-IEDPR	Male	No	No	No	52	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	₹ 109.3	₹ 5,731.4	No	4+ Years	High (>$65)
5481-NTDOH	Female	Yes	Yes	No	67	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Credit card (automatic)	₹ 107.05	₹ 7,142.5	No	4+ Years	High (>$65)
3090-HAWSU	Male	No	No	No	61	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	₹ 111.6	₹ 6,876.05	Yes	4+ Years	High (>$65)
3655-SNQYZ	Female	No	Yes	Yes	69	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	₹ 113.25	₹ 7,895.15	No	4+ Years	High (>$65)
2673-CXQEU	Female	Yes	No	No	56	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	One year	No	Electronic check	₹ 110.5	₹ 6,139.5	No	4+ Years	High (>$65)
6067-NGCEU	Female	No	No	No	65	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	₹ 111.05	₹ 7,107	No	4+ Years	High (>$65)
1679-JRFBR	Female	No	Yes	Yes	70	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	One year	Yes	Credit card (automatic)	₹ 108.15	₹ 7,930.55	No	4+ Years	High (>$65)
7017-VFHAY	Female	No	Yes	Yes	61	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	₹ 115.1	₹ 7,008.15	No	4+ Years	High (>$65)
6655-LHBYW	Male	No	No	No	50	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	One year	No	Credit card (automatic)	₹ 114.35	₹ 5,791.1	No	4+ Years	High (>$65)
0206-TBWLC	Female	No	Yes	No	54	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	One year	Yes	Mailed check	₹ 114.65	₹ 6,049.5	No	4+ Years	High (>$65)
8975-SKGRX	Male	No	Yes	No	71	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	₹ 116.1	₹ 8,310.55	No	4+ Years	High (>$65)
6445-TNRXS	Male	No	Yes	Yes	68	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	₹ 114.7	₹ 7,849.85	No	4+ Years	High (>$65)
9036-CSKBW	Female	No	No	No	51	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	One year	No	Bank transfer (automatic)	₹ 107.45	₹ 5,680.9	No	4+ Years	High (>$65)
2408-TZMJL	Male	No	Yes	No	59	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	One year	Yes	Electronic check	₹ 110.15	₹ 6,448.05	Yes	4+ Years	High (>$65)
8480-PPONV	Male	No	Yes	Yes	62	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	₹ 115.55	₹ 7,159.05	No	4+ Years	High (>$65)
0201-OAMXR	Female	No	No	No	70	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	One year	No	Credit card (automatic)	₹ 115.55	₹ 8,127.6	Yes	4+ Years	High (>$65)
3870-SPZSI	Female	No	Yes	Yes	70	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	₹ 113.05	₹ 7,869.05	No	4+ Years	High (>$65)
9052-VKDUW	Female	Yes	Yes	No	65	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	₹ 109.4	₹ 7,227.45	No	4+ Years	High (>$65)
0409-WTMPL	Female	No	Yes	No	58	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	One year	Yes	Credit card (automatic)	₹ 110.65	₹ 6,526.65	No	4+ Years	High (>$65)
3669-WHAFY	Female	No	Yes	No	71	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	₹ 115.15	₹ 8,078.1	No	4+ Years	High (>$65)
3424-NMNBO	Male	Yes	Yes	No	58	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	One year	Yes	Electronic check	₹ 108.85	₹ 6,287.25	Yes	4+ Years	High (>$65)
8984-HPEMB	Female	No	No	No	71	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	₹ 118.65	₹ 8,477.6	No	4+ Years	High (>$65)
8894-JVDCV	Female	No	No	No	62	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	₹ 115.05	₹ 7,133.45	No	4+ Years	High (>$65)
8879-XUAHX	Male	No	Yes	No	71	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	₹ 116.25	₹ 8,564.75	No	4+ Years	High (>$65)
2659-VXMWZ	Male	No	Yes	Yes	67	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	One year	Yes	Electronic check	₹ 111.3	₹ 7,482.1	Yes	4+ Years	High (>$65)
7176-WRTNX	Male	No	No	No	70	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	₹ 114.95	₹ 7,711.25	No	4+ Years	High (>$65)
4304-TSPVK	Female	No	Yes	No	68	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	₹ 114.9	₹ 7,843.55	No	4+ Years	High (>$65)
6993-YGFJV	Male	No	Yes	No	69	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	₹ 112.55	₹ 7,806.5	No	4+ Years	High (>$65)
